StatusDateTime,StatusDateTime1,StatusKey,StateDuration
9-Jul-18,16:19:09,logged out,0
9-Jul-18,16:19:09,not ready,3861
9-Jul-18,17:23:30,not ready,0
10-Jul-18,9:33:34,logged out,0
10-Jul-18,9:33:34,not ready,9
10-Jul-18,9:33:43,at a training session,24221
10-Jul-18,9:47:33,Inbound,300
10-Jul-18,9:57:43,at a training session,175
10-Jul-18,11:35:28,Inbound,18
10-Jul-18,11:39:02,Inbound,32
10-Jul-18,11:40:05,at a training session,25
10-Jul-18,11:56:21,at a training session,61
10-Jul-18,11:57:58,at a training session,59
10-Jul-18,11:58:22,at a training session,53
10-Jul-18,12:03:49,Inbound,86
10-Jul-18,12:04:34,Inbound,19
10-Jul-18,12:05:25,at a training session,80
10-Jul-18,12:05:56,at a training session,51
10-Jul-18,12:07:56,at a training session,48
10-Jul-18,12:08:30,at a training session,42
10-Jul-18,16:17:24,at a training session,0
11-Jul-18,12:49:50,logged out,0
11-Jul-18,12:49:50,not ready,175
11-Jul-18,12:52:22,not ready,9
11-Jul-18,12:52:43,outbound call,1540
11-Jul-18,13:18:24,outbound acw,232
11-Jul-18,13:22:16,at a training session,9823
11-Jul-18,16:05:59,at a training session,0
12-Jul-18,15:35:14,logged out,0
12-Jul-18,15:35:14,not ready,4
12-Jul-18,15:35:18,at a training session,3412
12-Jul-18,15:43:47,at a training session,1276
12-Jul-18,16:32:10,at a training session,0
13-Jul-18,8:59:05,logged out,0
13-Jul-18,8:59:05,not ready,7
13-Jul-18,8:59:12,at a training session,15557
13-Jul-18,9:33:48,Inbound,1008
13-Jul-18,13:18:29,at a training session,0
13-Jul-18,14:25:36,logged out,0
13-Jul-18,14:25:36,not ready,261
13-Jul-18,14:29:57,at a training session,2651
13-Jul-18,14:30:13,Inbound,1133
13-Jul-18,15:14:08,at a training session,0
17-Jul-18,14:28:24,logged out,0
17-Jul-18,14:28:24,not ready,15
17-Jul-18,14:28:39,at a training session,157
17-Jul-18,14:31:16,administration,4
17-Jul-18,14:31:20,administration,0
17-Jul-18,14:32:14,logged out,0
17-Jul-18,14:32:14,not ready,12
17-Jul-18,14:32:26,at a training session,8
17-Jul-18,14:32:34,administration,1
17-Jul-18,14:32:35,administration,0
23-Jul-18,18:00:21,logged out,0
23-Jul-18,18:00:21,not ready,29
23-Jul-18,18:00:50,at a training session,1398
23-Jul-18,18:08:17,Inbound,8
23-Jul-18,18:21:35,Inbound,11
23-Jul-18,18:22:34,at a training session,10
23-Jul-18,18:24:08,at a training session,0
23-Jul-18,18:24:42,logged out,0
23-Jul-18,18:24:42,not ready,916
23-Jul-18,18:39:58,at a training session,5213
23-Jul-18,20:06:51,break,724
23-Jul-18,20:18:55,at a training session,2891
23-Jul-18,21:06:28,Inbound,814
23-Jul-18,21:07:06,available,11
23-Jul-18,21:07:17,on acd call,765
23-Jul-18,21:20:02,acw,625
23-Jul-18,21:30:27,available,606
23-Jul-18,21:40:33,break,2023
23-Jul-18,22:14:16,at a training session,49
23-Jul-18,22:15:05,available,264
23-Jul-18,22:19:22,Inbound,160
23-Jul-18,22:19:29,on acd call,153
23-Jul-18,22:22:02,acw,168
23-Jul-18,22:24:50,available,1344
23-Jul-18,22:47:04,Inbound,2538
23-Jul-18,22:47:14,on acd call,2529
23-Jul-18,23:29:23,acw,425
23-Jul-18,23:36:28,break,11
23-Jul-18,23:36:39,at a training session,682
23-Jul-18,23:48:01,available,284
23-Jul-18,23:52:36,Inbound,265
23-Jul-18,23:52:45,on acd call,257
23-Jul-18,23:56:10,Inbound,952
23-Jul-18,23:57:02,acw,215
24-Jul-18,0:00:37,available,7
24-Jul-18,0:00:44,on acd call,678
24-Jul-18,0:12:02,acw,269
24-Jul-18,0:14:50,Inbound,332
24-Jul-18,0:16:31,available,11
24-Jul-18,0:16:42,on acd call,220
24-Jul-18,0:20:22,acw,205
24-Jul-18,0:23:47,break,611
24-Jul-18,0:33:58,at a training session,23
24-Jul-18,0:34:21,available,956
24-Jul-18,0:50:06,Inbound,2195
24-Jul-18,0:50:17,on acd call,2184
24-Jul-18,1:26:41,acw,221
24-Jul-18,1:30:22,at a training session,1811
24-Jul-18,2:00:33,administration,594
24-Jul-18,2:10:27,administration,0
24-Jul-18,14:51:58,logged out,0
24-Jul-18,14:51:58,not ready,470
24-Jul-18,14:59:48,at a training session,6077
24-Jul-18,16:41:05,break,744
24-Jul-18,16:53:29,at a training session,6772
24-Jul-18,18:46:21,break,1827
24-Jul-18,19:16:48,at a training session,3586
24-Jul-18,20:16:34,break,629
24-Jul-18,20:27:03,at a training session,6855
24-Jul-18,22:21:18,administration,3
24-Jul-18,22:21:21,administration,0
25-Jul-18,8:46:57,logged out,0
25-Jul-18,8:46:57,not ready,1529
25-Jul-18,9:12:26,at a training session,1639
25-Jul-18,9:39:45,available,1599
25-Jul-18,10:06:24,unscheduled break,188
25-Jul-18,10:09:32,available,2112
25-Jul-18,10:44:34,Inbound,3325
25-Jul-18,10:44:44,on acd call,3315
25-Jul-18,11:39:59,acw,26
25-Jul-18,11:40:25,at a training session,830
25-Jul-18,11:54:15,break,617
25-Jul-18,12:04:32,at a training session,91
25-Jul-18,12:06:03,available,2730
25-Jul-18,12:51:33,at a training session,2
25-Jul-18,12:51:35,unscheduled break,284
25-Jul-18,12:56:19,available,2666
25-Jul-18,13:40:45,on acd call,1352
25-Jul-18,14:03:17,acw,683
25-Jul-18,14:14:40,administration,303
25-Jul-18,14:19:43,break,1817
25-Jul-18,14:50:00,at a training session,247
25-Jul-18,14:54:07,administration,1
25-Jul-18,14:54:08,administration,0
25-Jul-18,14:54:36,logged out,0
25-Jul-18,14:54:36,not ready,7
25-Jul-18,14:54:43,not ready,0
25-Jul-18,14:55:07,logged out,0
25-Jul-18,14:55:07,not ready,38
25-Jul-18,14:55:45,at a training session,1754
25-Jul-18,14:56:36,Inbound,12
25-Jul-18,14:57:38,Inbound,414
25-Jul-18,15:20:36,Inbound,259
25-Jul-18,15:24:59,unscheduled break,369
25-Jul-18,15:31:08,available,473
25-Jul-18,15:49:04,on acd call,80
25-Jul-18,15:50:24,acw,913
25-Jul-18,15:51:47,Inbound,830
25-Jul-18,16:05:37,break,615
25-Jul-18,16:15:52,at a training session,20
25-Jul-18,16:16:12,available,639
25-Jul-18,17:06:51,on acd call,52
25-Jul-18,17:07:44,acw,484
25-Jul-18,17:08:41,Inbound,421
25-Jul-18,17:15:48,acw,0
26-Jul-18,12:41:32,logged out,0
26-Jul-18,12:41:32,not ready,50
26-Jul-18,12:42:22,at a training session,3024
26-Jul-18,13:05:38,Inbound,229
26-Jul-18,13:12:00,Inbound,882
26-Jul-18,13:32:46,available,478
26-Jul-18,13:40:44,on acd call,519
26-Jul-18,13:49:23,acw,936
26-Jul-18,14:04:59,at a training session,279
26-Jul-18,14:09:38,break,651
26-Jul-18,14:20:29,administration,12
26-Jul-18,14:20:41,available,557
26-Jul-18,14:29:04,Inbound,226
26-Jul-18,14:29:58,on acd call,173
26-Jul-18,14:32:51,acw,309
26-Jul-18,14:38:00,at a training session,217
26-Jul-18,14:41:37,available,27
26-Jul-18,14:42:04,on acd call,1455
26-Jul-18,15:04:48,acw,90
26-Jul-18,15:06:19,acw,554
26-Jul-18,15:15:33,at a training session,451
26-Jul-18,15:23:04,available,111
26-Jul-18,15:24:55,administration,1022
26-Jul-18,15:41:57,administration,0
26-Jul-18,15:48:41,logged out,0
26-Jul-18,15:48:41,not ready,21
26-Jul-18,15:49:02,administration,1602
26-Jul-18,16:15:44,available,10
26-Jul-18,16:15:54,administration,13
26-Jul-18,16:16:07,available,494
26-Jul-18,16:23:27,Inbound,65
26-Jul-18,16:24:21,on acd call,11
26-Jul-18,16:24:32,acw,319
26-Jul-18,16:29:51,available,472
26-Jul-18,16:37:43,on acd call,441
26-Jul-18,16:45:04,acw,330
26-Jul-18,16:50:34,at a training session,206
26-Jul-18,16:54:00,available,463
26-Jul-18,17:01:43,on acd call,1498
26-Jul-18,17:26:41,acw,208
26-Jul-18,17:30:09,at a training session,280
26-Jul-18,17:34:49,break,1793
26-Jul-18,18:04:42,available,806
26-Jul-18,18:19:43,on acd call,70
26-Jul-18,18:20:54,acw,223
26-Jul-18,18:24:37,at a training session,196
26-Jul-18,18:27:53,available,592
26-Jul-18,18:37:45,on acd call,194
26-Jul-18,18:40:10,acw,49
26-Jul-18,18:40:59,acw,159
26-Jul-18,18:43:38,available,32
26-Jul-18,18:45:08,on acd call,45
26-Jul-18,18:45:54,acw,274
26-Jul-18,18:50:28,available,5
26-Jul-18,18:50:33,on acd call,1550
26-Jul-18,19:16:23,acw,326
26-Jul-18,19:21:49,available,289
26-Jul-18,19:26:38,on acd call,765
26-Jul-18,19:38:09,acw,74
26-Jul-18,19:39:23,acw,520
26-Jul-18,19:48:03,available,349
26-Jul-18,19:53:52,unscheduled break,277
26-Jul-18,19:58:29,available,440
26-Jul-18,20:05:49,administration,136
26-Jul-18,20:08:05,available,79
26-Jul-18,20:09:24,on acd call,9
26-Jul-18,20:09:33,acw,412
26-Jul-18,20:16:25,unscheduled break,106
26-Jul-18,20:18:11,administration,54
26-Jul-18,20:19:05,available,6
26-Jul-18,20:19:11,on acd call,96
26-Jul-18,20:19:55,acw,52
26-Jul-18,20:20:47,acw,156
26-Jul-18,20:23:23,at a training session,153
26-Jul-18,20:25:56,administration,263
26-Jul-18,20:30:19,administration,0
27-Jul-18,10:14:57,logged out,0
27-Jul-18,10:14:57,not ready,4485
27-Jul-18,11:29:42,administration,2117
27-Jul-18,12:04:59,administration,0
27-Jul-18,12:51:39,logged out,0
27-Jul-18,12:51:39,not ready,451
27-Jul-18,12:59:10,administration,2532
27-Jul-18,13:17:22,Inbound,1390
27-Jul-18,13:41:22,unscheduled break,218
27-Jul-18,13:45:00,debrief,138
27-Jul-18,13:45:46,Inbound,86
27-Jul-18,13:47:18,available,161
27-Jul-18,13:49:59,on acd call,386
27-Jul-18,13:56:25,acw,677
27-Jul-18,13:58:26,acw,157
27-Jul-18,14:03:48,acw,126
27-Jul-18,14:07:42,available,564
27-Jul-18,14:17:06,on acd call,106
27-Jul-18,14:18:52,acw,665
27-Jul-18,14:25:09,acw,33
27-Jul-18,14:25:51,acw,101
27-Jul-18,14:29:57,available,841
27-Jul-18,14:43:04,Inbound,1603
27-Jul-18,14:43:58,on acd call,743
27-Jul-18,14:55:22,break,864
27-Jul-18,14:56:21,acw,314
27-Jul-18,15:00:36,at a training session,160
27-Jul-18,15:01:35,at a training session,162
27-Jul-18,15:04:17,break,609
27-Jul-18,15:14:26,available,259
27-Jul-18,15:18:45,unscheduled break,51
27-Jul-18,15:19:36,available,961
27-Jul-18,15:34:42,Inbound,58
27-Jul-18,15:35:37,on acd call,3
27-Jul-18,15:35:40,acw,170
27-Jul-18,15:38:30,available,1228
27-Jul-18,15:58:58,unscheduled break,101
27-Jul-18,16:00:39,available,1406
27-Jul-18,16:25:19,on acd call,42
27-Jul-18,16:26:01,acw,337
27-Jul-18,16:31:38,debrief,3
27-Jul-18,16:31:41,at a training session,178
27-Jul-18,16:32:38,Inbound,44
27-Jul-18,16:34:39,available,359
27-Jul-18,16:40:38,on acd call,161
27-Jul-18,16:42:35,acw,44
27-Jul-18,16:43:19,acw,347
27-Jul-18,16:46:46,acw,133
27-Jul-18,16:49:06,available,166
27-Jul-18,16:51:52,break,1898
27-Jul-18,17:23:30,available,7
27-Jul-18,17:23:37,on acd call,351
27-Jul-18,17:28:35,acw,53
27-Jul-18,17:29:28,acw,261
27-Jul-18,17:33:49,administration,34
27-Jul-18,17:34:23,available,7
27-Jul-18,17:34:30,on acd call,212
27-Jul-18,17:37:21,acw,41
27-Jul-18,17:38:02,acw,595
27-Jul-18,17:40:41,acw,182
27-Jul-18,17:47:57,unscheduled break,150
27-Jul-18,17:50:27,available,7
27-Jul-18,17:52:16,on acd call,50
27-Jul-18,17:53:07,acw,397
27-Jul-18,17:59:44,unscheduled break,108
27-Jul-18,18:01:32,available,26
27-Jul-18,18:01:58,at a training session,1198
27-Jul-18,18:08:32,Inbound,465
27-Jul-18,18:21:06,Inbound,47
27-Jul-18,18:21:14,Inbound,1246
27-Jul-18,18:21:56,available,10
27-Jul-18,18:22:06,on acd call,1194
27-Jul-18,18:42:00,acw,371
27-Jul-18,18:44:03,acw,233
27-Jul-18,18:48:11,break,662
27-Jul-18,18:59:13,available,6
27-Jul-18,19:08:34,on acd call,53
27-Jul-18,19:09:28,acw,488
27-Jul-18,19:12:18,acw,119
27-Jul-18,19:17:36,available,263
27-Jul-18,19:21:59,unscheduled break,87
27-Jul-18,19:23:26,available,1190
27-Jul-18,19:42:21,Inbound,1063
27-Jul-18,19:43:16,on acd call,200
27-Jul-18,19:45:37,available,868
27-Jul-18,19:46:36,acw,753
27-Jul-18,19:53:11,acw,184
27-Jul-18,19:59:09,available,561
27-Jul-18,20:08:30,unscheduled break,122
27-Jul-18,20:10:32,available,337
27-Jul-18,20:15:15,Inbound,949
27-Jul-18,20:16:09,on acd call,895
27-Jul-18,20:31:04,acw,988
27-Jul-18,20:39:54,acw,453
27-Jul-18,20:43:14,Inbound,633
27-Jul-18,20:47:32,available,5
27-Jul-18,20:47:37,on acd call,370
27-Jul-18,20:53:47,acw,423
27-Jul-18,20:55:12,acw,328
27-Jul-18,21:00:50,administration,2
27-Jul-18,21:00:52,administration,0
31-Jul-18,18:06:48,logged out,0
31-Jul-18,18:06:48,not ready,11
31-Jul-18,18:06:59,system fault,516
31-Jul-18,18:08:26,Inbound,333
31-Jul-18,18:15:35,administration,108
31-Jul-18,18:17:23,available,1195
31-Jul-18,18:37:18,acdagentnotanswering,41
31-Jul-18,18:37:59,available,6
31-Jul-18,18:38:05,system fault,177
31-Jul-18,18:38:19,system fault,152
31-Jul-18,18:41:02,administration,5
31-Jul-18,18:41:06,Inbound,24
31-Jul-18,18:41:07,at a training session,27
31-Jul-18,18:41:34,available,997
31-Jul-18,19:04:30,on acd call,46
31-Jul-18,19:05:17,acw,248
31-Jul-18,19:09:25,available,703
31-Jul-18,19:21:08,unscheduled break,209
31-Jul-18,19:24:37,available,893
31-Jul-18,19:39:24,Inbound,1537
31-Jul-18,19:39:30,on acd call,1531
31-Jul-18,20:05:01,acw,146
31-Jul-18,20:07:27,break,610
31-Jul-18,20:17:37,available,442
31-Jul-18,20:24:59,on acd call,9
31-Jul-18,20:25:08,acw,102
31-Jul-18,20:26:50,available,270
31-Jul-18,20:31:12,Inbound,2843
31-Jul-18,20:31:20,on acd call,2835
31-Jul-18,21:18:35,acw,210
31-Jul-18,21:22:05,available,209
31-Jul-18,21:25:34,unscheduled break,204
31-Jul-18,21:28:58,available,65
31-Jul-18,21:30:03,meal break,1800
31-Jul-18,22:00:03,available,535
31-Jul-18,22:09:47,on acd call,48
31-Jul-18,22:10:36,acw,331
31-Jul-18,22:16:07,available,529
31-Jul-18,22:24:56,on acd call,1333
31-Jul-18,22:47:09,acw,440
31-Jul-18,22:54:14,Inbound,2036
31-Jul-18,22:54:29,available,10
31-Jul-18,22:54:39,on acd call,2011
31-Jul-18,23:28:10,acw,386
31-Jul-18,23:34:36,available,107
31-Jul-18,23:36:23,on acd call,1259
31-Jul-18,23:57:22,acw,171
1-Aug-18,0:00:13,break,621
1-Aug-18,0:10:34,available,4
1-Aug-18,0:10:38,on acd call,1265
1-Aug-18,0:31:43,acw,502
1-Aug-18,0:40:05,available,10
1-Aug-18,0:40:15,on acd call,800
1-Aug-18,0:53:35,acw,2448
1-Aug-18,0:54:26,acw,66
1-Aug-18,0:57:39,acw,417
1-Aug-18,1:33:47,Inbound,163
1-Aug-18,1:34:23,available,4
1-Aug-18,1:34:27,on acd call,123
1-Aug-18,1:36:30,acw,285
1-Aug-18,1:41:15,debrief,371
1-Aug-18,1:47:26,available,166
1-Aug-18,1:50:12,administration,2112
1-Aug-18,2:25:24,administration,0
1-Aug-18,17:47:04,logged out,0
1-Aug-18,17:47:04,not ready,890
1-Aug-18,18:01:48,Inbound,595
1-Aug-18,18:01:54,available,5
1-Aug-18,18:01:59,on acd call,584
1-Aug-18,18:11:43,acw,454
1-Aug-18,18:19:17,available,211
1-Aug-18,18:22:48,on acd call,619
1-Aug-18,18:33:07,acw,297
1-Aug-18,18:38:04,available,239
1-Aug-18,18:41:55,Inbound,154
1-Aug-18,18:42:03,on acd call,147
1-Aug-18,18:44:30,acw,391
1-Aug-18,18:51:01,available,333
1-Aug-18,18:56:12,Inbound,378
1-Aug-18,18:56:34,on acd call,356
1-Aug-18,19:02:30,acw,284
1-Aug-18,19:07:14,available,238
1-Aug-18,19:41:23,on acd call,51
1-Aug-18,19:42:15,acw,310
1-Aug-18,19:47:25,break,718
1-Aug-18,19:59:23,available,64
1-Aug-18,20:00:27,administration,1005
1-Aug-18,20:03:24,administration,623
1-Aug-18,20:17:12,available,241
1-Aug-18,20:21:13,unscheduled break,260
1-Aug-18,20:25:33,available,1174
1-Aug-18,20:45:59,on acd call,53
1-Aug-18,20:46:53,acw,177
1-Aug-18,20:49:50,available,262
1-Aug-18,20:54:12,system fault,107
1-Aug-18,20:54:26,system fault,82
1-Aug-18,20:55:59,available,248
1-Aug-18,20:59:12,Inbound,568
1-Aug-18,21:00:07,on acd call,514
1-Aug-18,21:08:41,acw,1039
1-Aug-18,21:26:00,available,264
1-Aug-18,21:30:24,unscheduled break,211
1-Aug-18,21:33:55,available,212
1-Aug-18,21:36:33,Inbound,64
1-Aug-18,21:37:27,on acd call,10
1-Aug-18,21:37:37,acw,177
1-Aug-18,21:40:30,Inbound,67
1-Aug-18,21:40:34,available,51
1-Aug-18,21:41:25,on acd call,12
1-Aug-18,21:41:37,acw,264
1-Aug-18,21:46:01,available,315
1-Aug-18,21:51:16,meal break,1797
1-Aug-18,22:21:13,available,362
1-Aug-18,22:27:15,acdagentnotanswering,119
1-Aug-18,22:29:14,acdagentnotanswering,0
1-Aug-18,22:29:31,logged out,0
1-Aug-18,22:29:31,not ready,644
1-Aug-18,22:40:15,at a training session,30
1-Aug-18,22:40:45,system fault,31
1-Aug-18,22:41:16,system fault,0
1-Aug-18,22:43:11,logged out,0
1-Aug-18,22:43:11,not ready,354
1-Aug-18,22:49:05,available,4
1-Aug-18,22:49:09,on acd call,210
1-Aug-18,22:52:39,acw,491
1-Aug-18,23:00:50,available,149
1-Aug-18,23:02:25,Inbound,2554
1-Aug-18,23:03:19,on acd call,2500
1-Aug-18,23:44:59,acw,195
1-Aug-18,23:48:14,debrief,450
1-Aug-18,23:55:44,available,256
2-Aug-18,0:00:00,available,287
2-Aug-18,0:04:47,break,568
2-Aug-18,0:14:15,available,1737
2-Aug-18,0:42:00,Inbound,435
2-Aug-18,0:43:12,on acd call,363
2-Aug-18,0:49:15,acw,354
2-Aug-18,0:55:09,available,1375
2-Aug-18,1:18:04,unscheduled break,334
2-Aug-18,1:23:38,available,2227
2-Aug-18,2:00:45,break,719
2-Aug-18,2:12:44,available,886
2-Aug-18,2:27:30,unscheduled break,288
2-Aug-18,2:32:18,available,1928
2-Aug-18,3:04:26,unscheduled break,163
2-Aug-18,3:07:09,available,2071
2-Aug-18,3:40:42,Inbound,541
2-Aug-18,3:41:40,on acd call,484
2-Aug-18,3:49:44,acw,332
2-Aug-18,3:55:16,administration,263
2-Aug-18,3:59:39,administration,0
2-Aug-18,17:46:56,logged out,0
2-Aug-18,17:46:56,not ready,605
2-Aug-18,17:57:01,in a meeting,1755
2-Aug-18,18:00:40,Inbound,1553
2-Aug-18,18:26:16,coaching,0
2-Aug-18,18:26:16,in a meeting,8
2-Aug-18,18:26:24,coaching,0
2-Aug-18,18:26:24,in a meeting,314
2-Aug-18,18:31:38,available,458
2-Aug-18,18:40:50,on acd call,46
2-Aug-18,18:41:37,acw,179
2-Aug-18,18:44:36,available,700
2-Aug-18,18:56:16,on acd call,8
2-Aug-18,18:56:24,acw,313
2-Aug-18,19:01:37,available,159
2-Aug-18,19:03:21,Inbound,62
2-Aug-18,19:04:16,on acd call,7
2-Aug-18,19:04:23,acw,218
2-Aug-18,19:08:01,available,101
2-Aug-18,19:09:42,on acd call,76
2-Aug-18,19:10:14,acw,44
2-Aug-18,19:10:58,acw,174
2-Aug-18,19:13:52,available,364
2-Aug-18,19:19:02,Inbound,61
2-Aug-18,19:19:56,on acd call,7
2-Aug-18,19:20:03,acw,352
2-Aug-18,19:25:55,available,359
2-Aug-18,19:31:54,on acd call,80
2-Aug-18,19:32:30,acw,44
2-Aug-18,19:33:14,acw,300
2-Aug-18,19:38:14,available,148
2-Aug-18,19:40:42,break,812
2-Aug-18,19:53:13,Inbound,218
2-Aug-18,19:54:14,available,5
2-Aug-18,19:54:19,on acd call,152
2-Aug-18,19:56:51,acw,127
2-Aug-18,19:58:58,available,3
2-Aug-18,19:59:01,on acd call,185
2-Aug-18,20:02:06,acw,274
2-Aug-18,20:06:40,available,605
2-Aug-18,20:15:14,Inbound,1507
2-Aug-18,20:16:45,on acd call,397
2-Aug-18,20:22:36,available,1065
2-Aug-18,20:23:22,acw,605
2-Aug-18,20:33:27,available,562
2-Aug-18,20:42:49,on acd call,332
2-Aug-18,20:48:21,acw,400
2-Aug-18,20:55:01,unscheduled break,228
2-Aug-18,20:58:49,available,94
2-Aug-18,21:00:23,on acd call,222
2-Aug-18,21:03:11,acw,53
2-Aug-18,21:04:05,acw,460
2-Aug-18,21:11:45,available,5
2-Aug-18,21:11:50,on acd call,269
2-Aug-18,21:12:31,acw,228
2-Aug-18,21:16:19,acw,398
2-Aug-18,21:20:36,Inbound,1691
2-Aug-18,21:22:57,available,6
2-Aug-18,21:23:03,on acd call,1544
2-Aug-18,21:48:47,acw,367
2-Aug-18,21:54:54,available,341
2-Aug-18,22:00:35,meal break,1927
2-Aug-18,22:32:42,available,404
2-Aug-18,22:40:03,on acd call,149
2-Aug-18,22:42:48,acw,46
2-Aug-18,22:43:34,acw,126
2-Aug-18,22:45:40,available,666
2-Aug-18,22:56:46,on acd call,9
2-Aug-18,22:56:55,acw,425
2-Aug-18,23:04:00,available,288
2-Aug-18,23:07:54,Inbound,63
2-Aug-18,23:08:48,on acd call,9
2-Aug-18,23:08:57,acw,239
2-Aug-18,23:12:56,available,207
2-Aug-18,23:16:23,on acd call,117
2-Aug-18,23:17:27,acw,52
2-Aug-18,23:18:20,acw,456
2-Aug-18,23:25:56,available,652
2-Aug-18,23:36:42,Inbound,2027
2-Aug-18,23:36:48,on acd call,1392
3-Aug-18,0:00:00,on acd call,630
3-Aug-18,0:10:30,acw,923
3-Aug-18,0:25:53,break,728
3-Aug-18,0:38:01,available,268
3-Aug-18,0:42:29,on acd call,219
3-Aug-18,0:45:20,acw,48
3-Aug-18,0:46:08,acw,474
3-Aug-18,0:54:02,available,644
3-Aug-18,1:04:46,on acd call,118
3-Aug-18,1:05:59,acw,45
3-Aug-18,1:06:44,acw,111
3-Aug-18,1:08:35,available,1229
3-Aug-18,1:29:04,on acd call,388
3-Aug-18,1:35:32,acw,347
3-Aug-18,1:41:19,available,525
3-Aug-18,1:50:04,administration,588
3-Aug-18,1:59:52,administration,0
3-Aug-18,17:28:47,logged out,0
3-Aug-18,17:28:47,not ready,1885
3-Aug-18,18:00:12,available,418
3-Aug-18,18:05:38,Inbound,800
3-Aug-18,18:07:10,on acd call,151
3-Aug-18,18:09:05,available,593
3-Aug-18,18:09:41,acw,352
3-Aug-18,18:15:33,available,769
3-Aug-18,18:27:26,Inbound,80
3-Aug-18,18:28:22,on acd call,25
3-Aug-18,18:28:47,acw,537
3-Aug-18,18:37:44,available,431
3-Aug-18,18:44:49,Inbound,2528
3-Aug-18,18:44:55,on acd call,2522
3-Aug-18,19:26:57,acw,330
3-Aug-18,19:32:27,unscheduled break,285
3-Aug-18,19:37:12,available,231
3-Aug-18,19:41:03,on acd call,98
3-Aug-18,19:41:51,acw,50
3-Aug-18,19:42:41,acw,602
3-Aug-18,19:52:43,available,281
3-Aug-18,19:57:24,on acd call,11
3-Aug-18,19:57:35,acw,201
3-Aug-18,20:00:56,break,670
3-Aug-18,20:12:06,available,406
3-Aug-18,20:42:24,on acd call,56
3-Aug-18,20:43:21,acw,807
3-Aug-18,20:56:48,available,125
3-Aug-18,20:58:53,on acd call,95
3-Aug-18,21:00:28,acw,367
3-Aug-18,21:06:35,available,215
3-Aug-18,21:10:10,on acd call,9
3-Aug-18,21:10:19,acw,62
3-Aug-18,21:11:21,available,63
3-Aug-18,21:12:24,unscheduled break,382
3-Aug-18,21:18:46,available,269
3-Aug-18,21:24:35,on acd call,55
3-Aug-18,21:25:31,acw,145
3-Aug-18,21:27:56,available,5
3-Aug-18,21:28:01,on acd call,185
3-Aug-18,21:31:06,acw,460
3-Aug-18,21:38:46,meal break,1740
3-Aug-18,22:07:46,available,298
3-Aug-18,22:30:13,on acd call,56
3-Aug-18,22:31:10,acw,662
3-Aug-18,22:42:12,debrief,873
3-Aug-18,22:43:39,debrief,488
3-Aug-18,22:56:45,available,4
3-Aug-18,22:58:49,on acd call,240
3-Aug-18,23:02:50,acw,258
3-Aug-18,23:07:08,available,4
3-Aug-18,23:07:12,on acd call,14
3-Aug-18,23:07:26,acw,46
3-Aug-18,23:08:12,available,108
3-Aug-18,23:10:00,on acd call,73
3-Aug-18,23:10:31,acw,41
3-Aug-18,23:11:13,acw,311
3-Aug-18,23:16:24,available,331
3-Aug-18,23:21:55,on acd call,628
3-Aug-18,23:32:23,acw,224
3-Aug-18,23:36:07,available,387
3-Aug-18,23:42:34,on acd call,1046
4-Aug-18,0:00:00,on acd call,942
4-Aug-18,0:15:42,acw,1614
4-Aug-18,0:26:20,acw,782
4-Aug-18,0:42:36,break,631
4-Aug-18,0:53:07,available,449
4-Aug-18,0:59:43,Inbound,376
4-Aug-18,1:00:36,on acd call,323
4-Aug-18,1:05:59,acw,391
4-Aug-18,1:12:30,available,581
4-Aug-18,1:21:17,Inbound,338
4-Aug-18,1:22:11,on acd call,284
4-Aug-18,1:26:55,acw,820
4-Aug-18,1:40:35,available,1185
4-Aug-18,2:00:20,unscheduled break,281
4-Aug-18,2:05:01,available,342
4-Aug-18,2:11:24,on acd call,127
4-Aug-18,2:13:32,acw,514
4-Aug-18,2:22:06,available,1153
4-Aug-18,2:41:19,on acd call,746
4-Aug-18,2:53:45,acw,454
4-Aug-18,3:00:31,Inbound,343
4-Aug-18,3:01:19,available,6
4-Aug-18,3:01:25,on acd call,289
4-Aug-18,3:06:14,acw,498
4-Aug-18,3:10:36,Inbound,1331
4-Aug-18,3:14:32,available,5
4-Aug-18,3:14:37,on acd call,1090
4-Aug-18,3:32:47,acw,430
4-Aug-18,3:39:57,unscheduled break,409
4-Aug-18,3:46:46,available,293
4-Aug-18,3:52:27,Inbound,891
4-Aug-18,3:52:41,on acd call,44
4-Aug-18,3:53:26,acw,482
4-Aug-18,4:01:28,available,5
4-Aug-18,4:01:33,on acd call,345
4-Aug-18,4:07:18,acw,540
4-Aug-18,4:16:18,debrief,336
4-Aug-18,4:21:54,available,5
4-Aug-18,4:21:59,on acd call,204
4-Aug-18,4:25:23,acw,282
4-Aug-18,4:30:05,available,1212
4-Aug-18,4:50:17,administration,652
4-Aug-18,5:01:09,administration,0
4-Aug-18,17:33:33,logged out,0
4-Aug-18,17:33:33,not ready,1608
4-Aug-18,18:00:21,available,428
4-Aug-18,18:07:29,unscheduled break,134
4-Aug-18,18:09:43,available,712
4-Aug-18,18:21:35,on acd call,1564
4-Aug-18,18:46:42,acw,57
4-Aug-18,18:47:39,acw,459
4-Aug-18,18:55:18,available,480
4-Aug-18,19:03:18,on acd call,7
4-Aug-18,19:03:25,acw,452
4-Aug-18,19:10:57,available,929
4-Aug-18,19:26:20,Inbound,1210
4-Aug-18,19:26:26,on acd call,1204
4-Aug-18,19:46:30,acw,380
